2012-03-30T22:34:30 cmd	mysql_thread_id	state	user	hostname	db	time	info
2012-03-30T22:35:21 Query	309	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375726','1278728143',1333146920270,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1278728143', timestamp = 1333146920270, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	310	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376002','3858970466',1333146920319,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3858970466', timestamp = 1333146920319, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	313	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375762','3068738326',1333146920277,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3068738326', timestamp = 1333146920277, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	318	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375982','877532936',1333146920315,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '877532936', timestamp = 1333146920315, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	320	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375784','387171304',1333146920279,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '387171304', timestamp = 1333146920279, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	321	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375803','333005821',1333146920282,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '333005821', timestamp = 1333146920282, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	323	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376064','1616852759',1333146920341,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1616852759', timestamp = 1333146920341, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	328	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375731','3247051411',1333146920271,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3247051411', timestamp = 1333146920271, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	330	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376046','2538154889',1333146920333,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2538154889', timestamp = 1333146920333, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	332	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376033','4007006807',1333146920327,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4007006807', timestamp = 1333146920327, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	333	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375915','649091081',1333146920302,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '649091081', timestamp = 1333146920302, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	335	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375928','1274393199',1333146920305,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1274393199', timestamp = 1333146920305, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	336	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375775','1626541532',1333146920278,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1626541532', timestamp = 1333146920278, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	337	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375977','1961838527',1333146920313,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1961838527', timestamp = 1333146920313, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	338	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375740','550836035',1333146920272,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '550836035', timestamp = 1333146920272, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	339	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375818','4210827407',1333146920285,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4210827407', timestamp = 1333146920285, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	340	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376095','1964847174',1333146920375,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1964847174', timestamp = 1333146920375, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	345	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375876','188867815',1333146920295,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '188867815', timestamp = 1333146920295, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	346	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375883','860345397',1333146920297,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '860345397', timestamp = 1333146920297, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	348	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376015','4198953959',1333146920322,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4198953959', timestamp = 1333146920322, val = _binary[BINARY], schema_version = 1
